reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
AMTQJ1ZZ58BO4,B008BTTQI4,Gordon Tubbs,"[14, 20]","BOTTOM LINE: The Orange Micro Terror is powerful hybrid amp head capable of driving any number of speakers you throw at it. It's low wattage guarantees crushing tube overdrive and classic British tones in the palm of your hand.WHY ONLY 3 STARS? For starters, this is what I would consider a ""novelty-boutique amplifier"", because it recreates vintage British sounds like a boss, but it's lack of clean headroom is evident. It's an Orange after all, and so if you want a dirty Plexi sound with only 1-channel to work with - this head is for you. Playing with a Les Paul, I tested it through a Marshall 1960A 4x12 and it sounds amazing. I also tested it through my custom 1x12 cabinet loaded with a Celestion G12H30. I was able to find the ""sweet spot"" on the Tone knob, which for me was around 1 o'clock, and with the Volume at noon and the Drive at max... I had entered a very musical, lush, and totally gig-worthy tone zone that Jimi Hendrix, Angus Young, and Jimmy Page would have loved to go on tour with. However, as much as I love eating British Crunch for breakfast, I consider myself a versatile player who needs a bright and heady clean channel AND that classic punch'n'crunch we all know and love AND a solid distortion for metal and beyond. Unfortunately, the Micro Terror is a ONE TRICK PONY in the Tone category, and for this (if we're starting at 5 stars) I have to subtract one star. I feel confident subtracting a star for tone because the Micro Terror doesn't exactly take pedals well either without generating too much noise, which leads to feedback. I subtract another star because this head is really only usable if you're in a rock band, already own a 2x12 or 4x12, and want something quick and small to use to rock out with. The problem is, if you're one of those people, you probably already have a solid amp head to drive that 2x12 or 4x12 in the first place. This puts the Micro Terror into Secondary status or useful as an emergency head during a gig if things take a turn for the worse. This leads me to my final point: if the intent is to purchase this as a bedroom practice or garage rehearsal head, then for the price you could get a much better product that has two GOOD channels instead of one simple (but GREAT) one.WHAT I LOVE about the Micro Terror is that it is something you can always keep in your arsenal. Having owned several different combo amps and head/cabinet variations over the years, the Micro Terror could fill that niche because it can be scaled according to your performance or rehearsal needs. If I were starting over from scratch, I'd probably buy two 2x12 cabs, a Micro Terror, and a bigger and more powerful tube head to drive both cabs if needed. This would give you perfect flexibility for band rehearsal, studio recording, small bar, big bar, club, or concert stage venues.(TO THOSE WHO THINK THIS REVIEW WAS UNHELPFUL: I've noticed this review, and pretty much any review of this amp with anything bad to say about it is getting unhelpful votes. It seems like, people want this to be a 5-Star Amp but always with the caveat of ""but it's $150, what do you expect?"" or they begin their rave review with ""For a $150 amp..."". Look, I don't judge gear just by price, I judge it by VALUE and with my EARS first. The reality is, you need a really nice 1x12, 2x12, or 4x12 to really make the Micro Terror sound amazing. If you're dropping $150 for the Terror, and probably another $150~$250 for a great cab... why not spend that $300 or so on a great ALL-tube 1x12 to begin with with 2 channels, better EQ, and the option to route to an external cab from the get-go?)",3,Agent Orange,1386547200,"12 9, 2013"
A2VWNZNFV8QCP0,B008BTTQI4,Ian,"[0, 5]","I have checked this amp out twice, once with an orange ppc112 and once with the 8&#34; version, with both a Strat and a Les Paul, and I am very disappointed in this amp.Now admittedly, with the high output buckers on the les paul the pre-amp breaks up nicely and the tone is really sweet with the gain on 5-7, however the bottom line is that there is simply not enough clean headroom in this amp to produce any worthwhile volume with clean or mild crunch tones.So, without any volume with clean tones this amp becomes a one trick pony and hence so very very disappointing...Bottom line: unless you want full on distortion 100% of the time, you are better off with a clean amp and distortion pedal than this gutless amp.... if you are committed to Orange (and boy do they make some stunning amps) go check out the dark terror...",2,Severely over-rated,1389139200,"01 8, 2014"
A2RIXSMGE9VIBG,B008BTTQI4,The Count,"[1, 2]","Will be getting the amp in a day or two. At the sale price of $119 this can't be beat. My research on this device said that to make the really good little solid state/tube hybrid even more awesome is to replace the JJ 12AX7 with a Mullard Blackburn vintage 12AX7 (from the 1960's). It can cost around $30-50 a piece for a NOS (new old stock) but will sweeten the sound without adding or subtracting noticeable gain. In the end the Micro Terror should sound just like real tube amps costing many hundreds more.1st UpdateTook delivery and hooked it right up to my Marschall 412 into the 16 Ohm jack. Volume at about8 o'clock and gain at about 3 o'clock. Man, what a great sound. Very tubey! Typical British growl at higher gain settings. Loud. Plenty loud for your bedroom/office/whatever. Turning it up a bit should be more than enough for a gig at a bar. Just be sure to use a GOOD QUALITY SPEAKER CABLE, like the GLS. Will be updating when I get the vintage 12AX7 tube replacement. So far I am very impressed. Honestly, with a sound this good, why buy a TH30 for 5 times the price. Measured how loud this thing is. At about 3 feet in front of my Marshall 1960 lead 4x12 with gain at max and volume at a bit less than 8 o'clock I got around 84 decibels playing strong but not super strong chords. This is too loud for most apt. buildings for sure so better plug in the headphones.2nd UpdateTried out several compatible tubes...ie 12AY7 12AT7 and the Mullard 12AX7. Each will have a subtle or more obvious effect, sound is such a subjective thing you really have to try this out for yourself.  I personally found the Mullard to be the best. Really nice tube sound, typical Orange, sounds as good as most amps costing several times as much.",5,Preliminary rating based on 10 Youtube reviews I checked out.,1384041600,"11 10, 2013"
A21V6HGU6SU4JG,B008BTTQI4,The Den,"[0, 1]","This is a very cheap little practice amp, and I hoped I'd be able to use it with the headphone port and aux in to practice without driving my GF nuts... Unfortunately I have a couple of problems:  the headphone and aux quality really wasn't that great (and using great phones).  The sound of the amp itself is dirty or dirtier... I just expected this to be a little more versatile than it turned out to be.For quiet practice, you're best getting a VOX Amplug, IMHO.  Sounds great, MUCH cheaper, and integrates external audio better.",3,Does ONE thing well... Just not well enough for me...,1398816000,"04 30, 2014"
A3T6OAYYMN3F1Q,B008GS3XLQ,Barron Family,"[0, 0]","A perfect fit! Plus it comes with a handle, strap and a nice sized pocket where you can store picks, capos, straps and strings. Its great for getting my uke from point a to b safely. Would recommend it.",5,"Great purchase, fits my uke perfect. Great design.",1376265600,"08 12, 2013"
A38DCVO9SZHW68,B008GS3XLQ,"kiboy ""Icelander""","[0, 0]",Very happy with it considering the price point.  I'd buy it again in a heartbeat as long as you don't need a hard case.  Great for the knock around uke though.,5,nice little bag,1393113600,"02 23, 2014"
AJZWAEYCF43WH,B008GS3XLQ,Norm,"[0, 0]","It is okay. It serves the purpose. It is a good fit for the soprano uke. A pull tab for one of the zippers broke off within a week. Not a big deal I just stuck a zip tie in its place. The case is not a cheap trash bag style gig bag but a heavy nylon with some padding to it. It has a pocket on the front to hold some small gear. There is no support for the neck inside like in a guitar case. It will keep your uke from getting scratched or dusty, but will not provide much more protection than that.",3,Serves the purpose.,1389916800,"01 17, 2014"
AGX9PFO7K90DJ,B008GS3XLQ,Scotty Boy,"[0, 0]",This gig bag is assembled with quality fabric and awesome construction technique. Definitely far superior to any of the other gig bags that I'v ordered for tenor and baritone Uke in this price range.,5,So good that I bought a 2nd for my son,1381449600,"10 11, 2013"
A20EZ7E8WUH2GZ,B008GS3XLQ,"Shastastan ""Stan""","[0, 0]",This is a very reasonable price for this bag.  I got it for my les paul epiphone uke.  The fit is fine.  This bag has better padding than the bag that came with the uke.  I'll just give the epiphone bag away to someone who doesn't have one.,4,Good for the price,1376784000,"08 18, 2013"
A13NZBZQ7ZZG5O,B008GS3XLQ,Victoria,"[1, 1]","What a good buy!  This gig bag is nicely made, looks great, and the padding is really nice.  Luv the zip pocket in the front - perfect for strap, snark, capo, whatever.  Bought this for my hubby's tenor uke and one just like it ('tho smaller)for my concert uke.  Highly recommend.",5,Exactly What I Wanted!g,1397347200,"04 13, 2014"
AYTKUTAP0VA53,B008GS3XLQ,Yakov Hadash,"[2, 2]","This is a very sturdy and well-made bag. Much better for the money than I was expecting. I wish I could find a guitar bag that was this nice! My uke is very cozy inside. The pocket on the outside has a lot of space for your picks, kazoo, ukulele stand, whatever you need to have with you.I carry an iPad around when I play -- the full size iPad doesn't fit in the outer pocket, so I put it on the back of the uke on the inside. An iPad Mini would probably fit.",5,"Great, sturdy, wonderful!",1385078400,"11 22, 2013"
A1ZRXGT8QJXGET,B008GS9UNQ,"Bob Denton ""BDAZ""","[0, 0]",Inexpensive and compares favorably with my more expensive tuners. Angle is not as adjustable as a snark but tuner works well.,4,Great bang for the buck,1356220800,"12 23, 2012"
